Word,manual_modality
have,Amodal
have,Amodal
have,Amodal
have,Amodal
have,Amodal
have,Amodal
have,Amodal
have,Amodal
have,Amodal
have,Amodal
have,Amodal
have,Amodal
have,Amodal
have,Amodal
have,Amodal
have,Amodal
have,Amodal
have,Amodal
have,Amodal
have,Amodal
have,Amodal
he,Amodal
he,Amodal
he,Amodal
he,Amodal
he,Amodal
he,Amodal
he,Amodal
he,Amodal
he,Amodal
he,Amodal
he,Amodal
he,Amodal
he,Amodal
he,Amodal
he,Amodal
he,Amodal
he,Amodal
he,Amodal
he,Amodal
he,Amodal
he,Amodal
he,Amodal
he,Amodal
he,Amodal
he,Amodal
he,Amodal
her,Amodal
her,Amodal
her,Amodal
her,Amodal
her,Amodal
her,Amodal
her,Amodal
her,Amodal
her,Amodal
her,Amodal
her,Amodal
her,Amodal
her,Amodal
her,Amodal
her,Amodal
her,Amodal
her,Amodal
her,Amodal
how,Amodal
how,Amodal
how,Amodal
how,Amodal
how,Amodal
how,Amodal
how,Amodal
how,Amodal
how,Amodal
how,Amodal
how,Amodal
how,Amodal
hundred,Amodal
if,Amodal
if,Amodal
if,Amodal
if,Amodal
if,Amodal
if,Amodal
if,Amodal
if,Amodal
if,Amodal
if,Amodal
if,Amodal
if,Amodal
if,Amodal
if,Amodal
if,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
in,Amodal
inside,Amodal
inside,Amodal
inside,Amodal
instead,Amodal
into,Amodal
into,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
is,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
it,Amodal
its,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
just,Amodal
literally,Amodal
me,Amodal
me,Amodal
me,Amodal
me,Amodal
me,Amodal
me,Amodal
me,Amodal
me,Amodal
me,Amodal
me,Amodal
me,Amodal
me,Amodal
me,Amodal
me,Amodal
me,Amodal
me,Amodal
me,Amodal
me,Amodal
me,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
my,Amodal
not,Amodal
not,Amodal
not,Amodal
not,Amodal
not,Amodal
not,Amodal
not,Amodal
not,Amodal
not,Amodal
not,Amodal
not,Amodal
not,Amodal
not,Amodal
not,Amodal
not,Amodal
not,Amodal
not,Amodal
not,Amodal
not,Amodal
not,Amodal
not,Amodal
not,Amodal
not,Amodal
not,Amodal
not,Amodal
nothing,Amodal
nothing,Amodal
nothing,Amodal
nothing,Amodal
now,Amodal
now,Amodal
now,Amodal
now,Amodal
now,Amodal
now,Amodal
now,Amodal
now,Amodal
now,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
of,Amodal
off,Amodal
off,Amodal
off,Amodal
off,Amodal
off,Amodal
off,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
on,Amodal
once,Amodal
once,Amodal
one,Amodal
one,Amodal
one,Amodal
one,Amodal
one,Amodal
one,Amodal
one,Amodal
one,Amodal
one,Amodal
one,Amodal
one,Amodal
one,Amodal
one,Amodal
one,Amodal
one,Amodal
one,Amodal
one,Amodal
one,Amodal
one,Amodal
one,Amodal
one,Amodal
only,Amodal
only,Amodal
only,Amodal
across,Amodal
actually,Amodal
actually,Amodal
actually,Amodal
actually,Amodal
already,Amodal
already,Amodal
anybody,Amodal
behind,Amodal
each,Amodal
end,Amodal
end,Amodal
enough,Amodal
every,Amodal
exactly,Amodal
except,Amodal
few,Amodal
few,Amodal
him,Amodal
him,Amodal
him,Amodal
him,Amodal
his,Amodal
his,Amodal
his,Amodal
his,Amodal
his,Amodal
his,Amodal
his,Amodal
his,Amodal
his,Amodal
his,Amodal
last,Amodal
last,Amodal
left,Amodal
let,Amodal
let,Amodal
let,Amodal
let,Amodal
let,Amodal
let,Amodal
let,Amodal
let,Amodal
lot,Amodal
lot,Amodal
maybe,Amodal
maybe,Amodal
maybe,Amodal
maybe,Amodal
maybe,Amodal
might,Amodal
might,Amodal
might,Amodal
might,Amodal
mine,Amodal
mine,Amodal
minus,Amodal
much,Amodal
much,Amodal
much,Amodal
much,Amodal
much,Amodal
much,Amodal
nobody,Amodal
none,Amodal
often,Amodal
or,Amodal
or,Amodal
or,Amodal
or,Amodal
or,Amodal
or,Amodal
or,Amodal
or,Amodal
or,Amodal
or,Amodal
or,Amodal
or,Amodal
or,Amodal
or,Amodal
or,Amodal
or,Amodal
or,Amodal
or,Amodal
other,Amodal
other,Amodal
other,Amodal
other,Amodal
other,Amodal
other,Amodal
other,Amodal
other,Amodal
other,Amodal
our,Amodal
our,Amodal
our,Amodal
our,Amodal
our,Amodal
our,Amodal
our,Amodal
our,Amodal
our,Amodal
out,Amodal
out,Amodal
out,Amodal
out,Amodal
out,Amodal
out,Amodal
out,Amodal
out,Amodal
