"","...1","Word","VIHI_ID","group","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean","Foot_leg.mean","Hand_arm.mean","Head.mean","Mouth.mean","Torso.mean","Auditory.SD","Gustatory.SD","Haptic.SD","Interoceptive.SD","Olfactory.SD","Visual.SD","Foot_leg.SD","Hand_arm.SD","Head.SD","Mouth.SD","Torso.SD","Max_strength.perceptual","Minkowski3.perceptual","Exclusivity.perceptual","Dominant.perceptual","Max_strength.action","Minkowski3.action","Exclusivity.action","Dominant.action","Max_strength.sensorimotor","Minkowski3.sensorimotor","Exclusivity.sensorimotor","Dominant.sensorimotor","sampling_type","utt_loc","uttnum","xds","speaker","Modality"
"1740",1740,"come","TD_473_844","TD",1.357142857,0,0.392857143,0.535714286,0,2.464285714,1.428571429,1.238095238,1.380952381,0.571428571,1,1.66030532,0,0.916486274,1.318869967,0,1.971691187,1.748468718,1.786190413,1.687488977,1.362770288,1.760681686,2.464285714,2.605063618,0.518796992,"Visual",1.428571429,2.051449217,0.152542373,"Foot_leg",2.464285714,2.974310241,0.237657865,"Visual","random","Word4",20390,"C","FA1","Amodal"
"1741",1741,"nap","VI_012_562","VI",0.619047619,0,0.80952381,3.238095238,0,1.761904762,2.761904762,2.761904762,3.80952381,2.380952381,3.19047619,1.203170415,0,1.569045813,1.868281614,0,2.095346318,1.921061215,1.841324575,1.470341716,2.036570413,1.778174559,3.238095238,3.425344185,0.503703704,"Interoceptive",3.80952381,5.23413974,0.095846645,"Head",3.80952381,5.683456102,0.178571429,"Head","high-volubility","Word16",24863,"A","FAE","Amodal"
"1742",1742,"you","TD_465_541","TD",2.5,0.555555556,3,3.722222222,1.388888889,3.555555556,3.263157895,3.526315789,4.421052632,3.842105263,3.526315789,2.007339474,1.247219129,1.814970426,1.447332457,1.883016631,1.68809751,2.207112373,2.091475318,1.304513084,1.863782233,2.245202813,3.722222222,5.217055148,0.21509434,"Interoceptive",4.421052632,6.427795996,0.062322946,"Head",4.421052632,7.414255961,0.116076916,"Head","high-volubility","Word2",12560,"C","FA1","Multimodal"
"1743",1743,"steps","VI_012_562","VI",2.166666667,0,2.111111111,0.611111111,0.055555556,2.944444444,4.105263158,0.684210526,1.210526316,0.157894737,0.789473684,2.036432867,0,1.996729352,1.460817212,0.23570226,2.208865086,1.370106924,1.376494403,1.750522061,0.374634325,1.474936811,2.944444444,3.565726088,0.373239437,"Visual",4.105263158,4.15586697,0.568181818,"Foot_leg",4.105263158,4.892547497,0.276704769,"Foot_leg","high-volubility","Word7",23806,"A","FA1","Amodal"
"1744",1744,"just","TD_444_402","TD",1.65,0,0.15,1.8,0,2.05,0.631578947,0.947368421,2.578947368,2.157894737,0.578947368,1.87153188,0,0.670820393,1.989445837,0,1.761428846,1.382852379,1.649029486,2.11649053,1.979426345,1.304513084,2.05,2.665712984,0.362831858,"Visual",2.578947368,3.054450592,0.290076336,"Head",2.578947368,3.620043451,0.205580029,"Head","high-volubility","Word16",22384,"A","FA1","Amodal"
"1745",1745,"and","VI_012_562","VI",1.842105263,0.157894737,0.421052632,0.473684211,0.210526316,1.315789474,0.315789474,0.631578947,0.947368421,1.368421053,0.368421053,2.115108558,0.688247202,1.304513084,0.964274111,0.713282504,1.857496271,1.157230006,1.570934835,1.71508614,1.94965884,1.211542924,1.842105263,2.058531763,0.380952381,"Auditory",1.368421053,1.553087555,0.289855072,"Mouth",1.842105263,2.318893547,0.209150327,"Auditory","high-volubility","Word1",23881,"A","FA1","Amodal"
"1746",1746,"really","TD_443_341","TD",1.842105263,0.473684211,0.578947368,0.736842105,0.473684211,1.684210526,0.3,0.6,1.3,1.35,0.3,2.088677356,1.306752593,1.346426937,1.557851272,1.306752593,1.945154423,0.97872097,1.142481141,1.592746717,1.78517285,0.97872097,1.842105263,2.278884327,0.236363636,"Auditory",1.35,1.701656402,0.272727273,"Mouth",1.842105263,2.559242959,0.15997816,"Auditory","high-volubility","Word5",6185,"C","FC2","Amodal"
"1747",1747,"out","VI_015_195","VI",1.35,0.15,1.35,0.35,0.9,3.45,1.7,1.6,1.85,1.45,1.05,1.814415956,0.670820393,1.78517285,0.933302004,1.682729612,1.731290969,1.75018796,1.93036675,1.755442664,1.605090586,1.538112309,3.45,3.602663281,0.437086093,"Visual",1.85,2.693761316,0.104575163,"Head",3.45,4.04748612,0.217105263,"Visual",NA,"Word5",45269,"A","FA1","Amodal"
"1748",1748,"be","VI_005_263","VI",1.705882353,1.058823529,1.294117647,2.029411765,1.029411765,1.823529412,1.578947368,1.842105263,3,1.473684211,1.842105263,2.096597702,1.808082468,1.931076192,2.066842037,1.800425777,2.152807726,1.865350413,1.863782233,2.02758751,1.925513526,1.833732014,2.029411765,2.877723252,0.111842105,"Interoceptive",3,3.599555574,0.156756757,"Head",3,4.130488305,0.105503066,"Head","random","Word8",27633,"A","MA1","Amodal"
"1749",1749,"it","VI_037_868","VI",2.375,1.75,1.6875,1.625,1.9375,2.9375,0.473684211,1.947368421,2.315789474,1.052631579,0.684210526,2.093641166,2.081665999,1.990602924,2.028957039,2.14378948,1.87860764,1.020262551,1.928548222,2.109571615,1.508261848,1.108183277,2.9375,3.925125973,0.106598985,"Visual",2.315789474,2.776207518,0.284552846,"Head",2.9375,4.342185164,0.131150411,"Visual","random","Word2",39270,"C","FA1","Amodal"
"1750",1750,"notice","VI_033_820","VI",2.409090909,0.318181818,0.636363636,0.818181818,0.363636364,4.227272727,0.090909091,0.681818182,4,1.454545455,0.045454545,1.736419165,1.086118631,1.364357674,1.531770331,1.135800726,1.151885336,0.294244943,1.35879371,1.511857892,1.710674407,0.213200716,4.227272727,4.488167397,0.445595855,"Visual",4,4.069517972,0.630434783,"Head",4.227272727,5.403875241,0.277945619,"Visual","random","Word8",30653,"A","MA1","Multimodal"
"1751",1751,"we","VI_001_676","VI",2.388888889,0.333333333,1.666666667,1.666666667,0.5,4.055555556,1.157894737,1.368421053,2,1.842105263,1.157894737,1.786843714,1.188177052,1.970368732,1.940285,1.200490096,1.211329956,1.740471133,1.832136771,2.02758751,2.088677356,1.740471133,4.055555556,4.477385455,0.35078534,"Visual",2,2.710712342,0.111888112,"Head",4.055555556,4.786714836,0.205223279,"Visual","high-volubility","Word6",42371,"A","UC1","Multimodal"
"1752",1752,"were","VI_005_411","VI",1.315789474,0.052631579,0.052631579,1.052631579,0.052631579,1.210526316,0.428571429,0.761904762,1.476190476,0.952380952,0.428571429,1.701392618,0.229415734,0.229415734,1.508261848,0.229415734,1.512134157,1.247855303,1.546116487,1.9136104,1.4309504,1.247855303,1.315789474,1.734551456,0.338028169,"Auditory",1.476190476,1.672734603,0.258823529,"Head",1.476190476,2.147161993,0.182871861,"Head","high-volubility","Word7",29820,"C","FA1","Amodal"
"1753",1753,"there","VI_007_204","VI",0.8125,0,0.625,0.4375,0,2.8125,1.222222222,1.333333333,2.166666667,0.833333333,0.555555556,1.327591805,0,0.885061203,0.892094913,0,1.721191448,1.895988197,1.714985851,2.176073096,1.504893977,1.338226316,2.8125,2.848458067,0.6,"Visual",2.166666667,2.472641804,0.263636364,"Head",2.8125,3.368721177,0.260450161,"Visual","random","Word1",39998,"C","FA1","Amodal"
"1754",1754,"you","TD_467_433","TD",2.5,0.555555556,3,3.722222222,1.388888889,3.555555556,3.263157895,3.526315789,4.421052632,3.842105263,3.526315789,2.007339474,1.247219129,1.814970426,1.447332457,1.883016631,1.68809751,2.207112373,2.091475318,1.304513084,1.863782233,2.245202813,3.722222222,5.217055148,0.21509434,"Interoceptive",4.421052632,6.427795996,0.062322946,"Head",4.421052632,7.414255961,0.116076916,"Head","high-volubility","Word3",17074,"C","FA1","Multimodal"
"1755",1755,"thought","TD_447_448","TD",1.45,0.2,0.25,3.35,0.15,1.15,0.35,0.5,4.1,1.1,0.55,2.089447169,0.615587011,0.638666374,1.899445903,0.489360485,1.814415956,1.136708082,1.192079121,1.83245593,1.744163199,1.316894273,3.35,3.481311959,0.488549618,"Interoceptive",4.1,4.132758584,0.568181818,"Head",4.1,4.831421823,0.300380228,"Head","random","Word7",18149,"A","FA2","Amodal"
"1756",1756,"dog","TD_465_541","TD",4.117647059,0.588235294,3.823529412,0.647058824,2.823529412,4.588235294,1,3.631578947,2.947368421,1.157894737,1,1.268973647,1.175735064,1.50977209,1.32009358,1.91165158,0.870260272,1.374368542,1.770452745,1.649029486,1.537066394,1.247219129,4.588235294,6.259775732,0.241134752,"Visual",3.631578947,4.255255068,0.27027027,"Hand_arm",4.588235294,6.856526698,0.151946372,"Visual","high-volubility","Word4",12665,"C","FA1","Multimodal"
"1757",1757,"this","VI_001_676","VI",1.333333333,0.714285714,1.142857143,0.619047619,0.285714286,2.142857143,1.052631579,1.526315789,2.105263158,1.210526316,0.894736842,1.770122406,1.488047618,1.590148241,1.203170415,0.783763813,2.007130147,1.928548222,2.143942916,2.306867449,1.960128889,1.663154193,2.142857143,2.428803307,0.297709924,"Visual",2.105263158,2.548035503,0.178294574,"Head",2.142857143,3.137010437,0.142554829,"Visual","random","Word6",42284,"A","UC1","Amodal"
"1758",1758,"name","TD_477_217","TD",2.933333333,0,0.333333333,0.133333333,0,3.2,0.095238095,0.714285714,2.714285714,2.238095238,0.142857143,2.313521332,0,1.290994449,0.516397779,0,2.177810171,0.300792604,1.488047618,1.927248223,1.921061215,0.478091444,3.2,3.87192441,0.484848485,"Visual",2.714285714,3.160720063,0.443548387,"Head",3.2,4.475141663,0.255902513,"Visual","random","Word3",11231,"C","FA1","Amodal"
"1759",1759,"have","TD_445_217","TD",1.45,0.85,1.8,1.1,0.5,2.45,0.736842105,2.210526316,1.894736842,1.263157895,0.684210526,1.571958216,1.598519051,2.015727634,1.744163199,0.945905303,1.848897253,1.446916463,2.123386901,1.882514183,1.726978906,1.529438226,2.45,2.949406181,0.239263804,"Visual",2.210526316,2.72969301,0.224806202,"Hand_arm",2.45,3.582955147,0.130526687,"Visual","high-volubility","Word3",2879,"A","FA1","Amodal"
"1760",1760,"alright","VI_014_242","VI",1.904761905,0.333333333,0.428571429,3.333333333,0.380952381,1.904761905,0.55,0.8,2.5,2,0.55,1.946914531,1.110555417,1.164964745,1.770122406,1.116968687,1.997617629,1.431782106,1.472555959,2.064741605,2.077447827,1.316894273,3.333333333,3.709144134,0.362068966,"Interoceptive",2.5,2.903197029,0.3046875,"Head",3.333333333,4.226499655,0.204280156,"Interoceptive","random","Word1",38678,"C","FA1","Amodal"
"1761",1761,"sure","TD_467_433","TD",1.875,0,0.6875,2.25,0,1.875,1.05,1.25,2.85,1.8,1.3,2.093641166,0,1.400892573,2.175622516,0,2.125245084,1.637552731,1.743408639,2.007223796,1.880649384,1.592746717,2.25,2.920081389,0.336448598,"Interoceptive",2.85,3.248760869,0.218181818,"Head",2.85,3.897127952,0.190794979,"Head","high-volubility","Word4",17070,"C","FA1","Amodal"
"1762",1762,"did","VI_037_868","VI",1.611111111,0.833333333,1.055555556,1.166666667,0.833333333,2.833333333,1.315789474,1.526315789,1.736842105,1.578947368,0.894736842,2.033220826,1.790497795,1.893400993,1.823054967,1.790497795,2.121320344,2.083070159,2.220320824,2.023256596,2.063324972,1.882514183,2.833333333,3.136263878,0.24,"Visual",1.736842105,2.505370193,0.119402985,"Head",2.833333333,3.59790704,0.129988597,"Visual","random","Word1",39119,"C","FA1","Amodal"
"1763",1763,"like","VI_047_440","VI",1.666666667,1.285714286,1.476190476,3.142857143,1.476190476,1.857142857,1.105263158,1.684210526,3.789473684,2.894736842,1.473684211,1.906130461,1.901127485,1.88730092,1.956673562,1.9136104,2.007130147,1.997073883,2.001461454,1.750522061,2.078854835,2.143942916,3.142857143,3.699625483,0.170305677,"Interoceptive",3.789473684,4.447989658,0.245192308,"Head",3.789473684,5.175617727,0.122835188,"Head","high-volubility","Word3",43441,"A","FA1","Amodal"
"1764",1764,"very","TD_473_844","TD",1.529411765,0.352941176,0.529411765,0.882352941,0.352941176,1.352941176,0.380952381,0.380952381,1.857142857,0.857142857,0.523809524,1.972233729,1.221739358,1.280510009,1.691240408,1.221739358,1.538716042,0.920662287,0.864649668,2.242447642,1.492840055,1.289148852,1.529411765,1.910852332,0.235294118,"Auditory",1.857142857,1.938927172,0.369047619,"Head",1.857142857,2.425338087,0.16713352,"Head","random","Word1",20100,"A","MA2","Amodal"
"1765",1765,"do","TD_463_254","TD",1.217391304,0.956521739,1.347826087,2.47826087,0.826086957,1.695652174,3.736842105,3.947368421,3.578947368,2.947368421,3.368421053,1.756973683,1.795911034,2.058434879,1.780438282,1.749082199,1.769303474,1.75885396,1.649029486,1.67715995,2.040525102,1.891810606,2.47826087,2.954420301,0.193877551,"Interoceptive",3.947368421,6.067324764,0.056886228,"Hand_arm",3.947368421,6.292381131,0.119586183,"Hand_arm","high-volubility","Word1",615,"C","FA2","Amodal"
"1766",1766,"energy","VI_012_562","VI",1.5,0.4,1.6,4.25,0.4,2.35,3,2.9,3.25,2.3,2.95,1.820930936,1.142481141,1.788854382,1.409553867,0.940324692,2.058998223,2.077447827,2.174009151,1.915999121,2.178845663,1.986136159,4.25,4.600102392,0.366666667,"Interoceptive",3.25,4.980678767,0.065972222,"Head",4.25,6.04502243,0.154618474,"Interoceptive","high-volubility","Word5",23776,"A","FA1","Multimodal"
"1767",1767,"were","VI_005_411","VI",1.315789474,0.052631579,0.052631579,1.052631579,0.052631579,1.210526316,0.428571429,0.761904762,1.476190476,0.952380952,0.428571429,1.701392618,0.229415734,0.229415734,1.508261848,0.229415734,1.512134157,1.247855303,1.546116487,1.9136104,1.4309504,1.247855303,1.315789474,1.734551456,0.338028169,"Auditory",1.476190476,1.672734603,0.258823529,"Head",1.476190476,2.147161993,0.182871861,"Head","random","Word2",28882,"A","MA1","Amodal"
"1768",1768,"that","VI_033_820","VI",1.315789474,0.789473684,1.210526316,0.947368421,0.842105263,2.052631579,0.45,0.55,1.5,0.75,0.3,1.765491168,1.474936811,1.685854461,1.682382048,1.462993806,2.013114895,1.099042646,1.099042646,2.115108558,1.332784975,0.732695097,2.052631579,2.446308109,0.176470588,"Visual",1.5,1.598093432,0.338028169,"Head",2.052631579,2.655281665,0.163676579,"Visual","random","Word7",32345,"C","FA1","Amodal"
"1769",1769,"like","TD_448_304","TD",1.666666667,1.285714286,1.476190476,3.142857143,1.476190476,1.857142857,1.105263158,1.684210526,3.789473684,2.894736842,1.473684211,1.906130461,1.901127485,1.88730092,1.956673562,1.9136104,2.007130147,1.997073883,2.001461454,1.750522061,2.078854835,2.143942916,3.142857143,3.699625483,0.170305677,"Interoceptive",3.789473684,4.447989658,0.245192308,"Head",3.789473684,5.175617727,0.122835188,"Head","random","Word3",15833,"A","FA1","Amodal"
"1770",1770,"hit","TD_464_188","TD",1.8,0.6,3.05,2.15,0.65,3.15,1.65,3.9,1.8,0.4,1.1,1.794729125,1.569445091,1.986136159,2.30045762,1.631111988,1.843195166,1.87153188,1.713721712,1.576137851,0.940324692,1.618966532,3.15,4.2337697,0.223684211,"Visual",3.9,4.141558784,0.395480226,"Hand_arm",3.9,5.276765804,0.172839506,"Hand_arm","high-volubility","Word4",13963,"C","UC2","Amodal"
"1771",1771,"me","VI_008_707","VI",3.972972973,2.189189189,3.945945946,4.108108108,3.054054054,4.108108108,2.555555556,3.055555556,4,3.111111111,3.055555556,1.51815836,2.283246201,1.393356179,1.54171232,1.942877962,1.467874196,2.228748586,2.154945672,1.571810496,2.246275058,2.042841799,4.108108108,6.70762384,0.089759798,"Visual",4,5.51629731,0.091549296,"Head",4.108108108,7.773045459,0.05164471,"Visual","random","Word6",36264,"A","FA1","Multimodal"
"1772",1772,"outside","TD_436_678","TD",3.578947368,0.947368421,1.947368421,1.578947368,3.157894737,4.421052632,2.823529412,2.823529412,3.529411765,2.235294118,2.529411765,1.304513084,1.682382048,2.013114895,1.894899278,1.607729866,0.901590537,1.91165158,2.007339474,1.806849712,2.077540967,2.003673098,4.421052632,5.603207326,0.222222222,"Visual",3.529411765,4.881715297,0.092827004,"Head",4.421052632,6.636216419,0.117462312,"Visual","high-volubility","Word2",7434,"A","MA2","Multimodal"
"1773",1773,"good","TD_472_829","TD",2.529411765,1.882352941,1.941176471,2.764705882,2.058823529,3,1.3,1.5,3.25,1.9,1.15,2.034626718,1.96476312,2.164214298,1.751050105,2.075770587,1.767766953,1.949358869,2.090076805,1.970172314,1.997366687,1.87153188,3,4.4314968,0.078838174,"Visual",3.25,3.64129407,0.230769231,"Head",3.25,5.133806684,0.090219864,"Head","random","Word1",10415,"C","FA1","Amodal"
"1774",1774,"with","TD_444_402","TD",2.5625,1.1875,2.125,1.4375,1.1875,3.5,0.7,0.7,2.05,0.5,0.5,1.896268265,1.796988221,1.892969449,1.896268265,1.721191448,1.825741858,1.218281793,1.174285897,1.932410548,1.147078669,1,3.5,4.228690551,0.192708333,"Visual",2.05,2.121704234,0.348314607,"Head",3.5,4.399721474,0.182370821,"Visual","high-volubility","Word10",22384,"A","FA1","Multimodal"
"1775",1775,"can","VI_015_195","VI",1.952380952,0.380952381,2.714285714,0.952380952,0.142857143,3.666666667,1.157894737,2.473684211,2.105263158,1.947368421,0.947368421,1.687488977,1.07126983,1.95301964,1.82964998,0.358568583,1.932183566,1.537066394,1.645479365,1.822535988,1.957143162,1.508261848,3.666666667,4.266395509,0.359223301,"Visual",2.473684211,3.247695067,0.176829268,"Hand_arm",3.666666667,4.819030751,0.191084534,"Visual","high-volubility","Word1",44890,"C","FA2","Multimodal"
"1776",1776,"come","VI_013_206","VI",1.357142857,0,0.392857143,0.535714286,0,2.464285714,1.428571429,1.238095238,1.380952381,0.571428571,1,1.66030532,0,0.916486274,1.318869967,0,1.971691187,1.748468718,1.786190413,1.687488977,1.362770288,1.760681686,2.464285714,2.605063618,0.518796992,"Visual",1.428571429,2.051449217,0.152542373,"Foot_leg",2.464285714,2.974310241,0.237657865,"Visual","random","Word2",26461,"C","FA1","Amodal"
"1777",1777,"all","VI_033_820","VI",2.125,0.8125,2.0625,1.3125,0.8125,3.25,1.571428571,2.047619048,2.666666667,2,1.523809524,2.276693509,1.682012683,2.112463017,2.023816527,1.682012683,1.807392228,2.014235055,2.108937896,2.352303835,2.19089023,2.112322126,3.25,3.826573889,0.234939759,"Visual",2.666666667,3.502497543,0.116504854,"Head",3.25,4.626035418,0.120760838,"Visual","random","Word12",32321,"A","FA1","Amodal"
"1778",1778,"thing","TD_463_254","TD",2.6,2.15,2.8,1.6,2.3,3.6,1.05,1.75,2,0.7,0.9,1.788854382,1.725200217,1.7651599,1.729009452,1.866604009,1.500876937,1.637552731,2.221308292,2.152110347,1.417930293,1.586124041,3.6,4.825806822,0.132890365,"Visual",2,2.498078524,0.203125,"Head",3.6,5.03934787,0.135198135,"Visual",NA,"Word10",1089,"B","FA1","Multimodal"
"1779",1779,"other","TD_465_541","TD",1.476190476,0.714285714,1.19047619,0.857142857,0.571428571,2.571428571,0.6,0.85,1.2,0.6,0.3,1.503963019,1.488047618,1.631534481,1.824437291,1.247855303,1.748468718,1.353358396,1.663066287,1.989445837,1.187655807,0.801314709,2.571428571,2.847476149,0.270967742,"Visual",1.2,1.409648488,0.253521127,"Head",2.571428571,2.958266749,0.207797865,"Visual","random","Word6",12929,"A","FA1","Amodal"
"1780",1780,"is","VI_015_195","VI",1.526315789,0.631578947,0.578947368,1.263157895,0.684210526,1.684210526,1.105263158,1.157894737,2.105263158,1.578947368,1.315789474,2.091475318,1.605910137,1.57465303,2.104020101,1.66842013,2.161600014,1.822535988,1.772103518,2.208436773,2.008752777,2.029029094,1.684210526,2.231695812,0.173553719,"Visual",2.105263158,2.642300122,0.137681159,"Head",2.105263158,3.092063091,0.111969112,"Head","high-volubility","Word1",45303,"A","FA3","Amodal"
"1781",1781,"other","VI_003_405","VI",1.476190476,0.714285714,1.19047619,0.857142857,0.571428571,2.571428571,0.6,0.85,1.2,0.6,0.3,1.503963019,1.488047618,1.631534481,1.824437291,1.247855303,1.748468718,1.353358396,1.663066287,1.989445837,1.187655807,0.801314709,2.571428571,2.847476149,0.270967742,"Visual",1.2,1.409648488,0.253521127,"Head",2.571428571,2.958266749,0.207797865,"Visual","random","Word3",34322,"B","FC2","Amodal"
"1782",1782,"times","TD_445_217","TD",1.058823529,0.058823529,0.411764706,2.058823529,0,2.176470588,0.380952381,0.714285714,2.80952381,0.761904762,0.380952381,1.599632311,0.242535625,0.870260272,2.164214298,0,2.007339474,0.920662287,1.146423008,2.182178902,1.338086765,0.920662287,2.176470588,2.727649769,0.37755102,"Visual",2.80952381,2.847738036,0.481132075,"Head",2.80952381,3.513902916,0.25984456,"Head","random","Word4",1772,"A","FA2","Amodal"
"1783",1783,"put","TD_445_217","TD",0.941176471,0.470588235,2.470588235,0.294117647,0.470588235,3.176470588,1.1,4.05,1.55,0.55,0.85,1.29762226,0.943242218,1.662740474,0.771743633,1.124591429,1.42457424,1.552586975,1.538112309,1.731290969,1.538112309,1.460893742,3.176470588,3.63923257,0.368421053,"Visual",4.05,4.165274913,0.432098765,"Hand_arm",4.05,4.938767115,0.235869967,"Hand_arm","random","Word1",1675,"C","MA1","Amodal"
"1784",1784,"is","TD_463_254","TD",1.526315789,0.631578947,0.578947368,1.263157895,0.684210526,1.684210526,1.105263158,1.157894737,2.105263158,1.578947368,1.315789474,2.091475318,1.605910137,1.57465303,2.104020101,1.66842013,2.161600014,1.822535988,1.772103518,2.208436773,2.008752777,2.029029094,1.684210526,2.231695812,0.173553719,"Visual",2.105263158,2.642300122,0.137681159,"Head",2.105263158,3.092063091,0.111969112,"Head","high-volubility","Word2",862,"C","FA1","Amodal"
