"","group","VIHI_ID","xds","total","Modality","prop"
"695","VI","VI_015_195","A",243,"Multimodal",0.744855967078189
"696","VI","VI_015_195","A",243,"Amodal",0.037037037037037
"697","VI","VI_015_195","B",4,"Auditory",0
"698","VI","VI_015_195","B",4,"Visual",0.25
"699","VI","VI_015_195","B",4,"Olfactory",0
"700","VI","VI_015_195","B",4,"Gustatory",0
"701","VI","VI_015_195","B",4,"Haptic",0
"702","VI","VI_015_195","B",4,"Interoceptive",0
"703","VI","VI_015_195","B",4,"Multimodal",0.75
"704","VI","VI_015_195","B",4,"Amodal",0
"705","VI","VI_015_195","C",86,"Auditory",0.104651162790698
"706","VI","VI_015_195","C",86,"Visual",0.0813953488372093
"707","VI","VI_015_195","C",86,"Olfactory",0
"708","VI","VI_015_195","C",86,"Gustatory",0.0116279069767442
"709","VI","VI_015_195","C",86,"Haptic",0.0232558139534884
"710","VI","VI_015_195","C",86,"Interoceptive",0
"711","VI","VI_015_195","C",86,"Multimodal",0.744186046511628
"712","VI","VI_015_195","C",86,"Amodal",0.0348837209302326
"713","VI","VI_015_195","P",2,"Auditory",0
"714","VI","VI_015_195","P",2,"Visual",0
"715","VI","VI_015_195","P",2,"Olfactory",0
"716","VI","VI_015_195","P",2,"Gustatory",0
"717","VI","VI_015_195","P",2,"Haptic",0
"718","VI","VI_015_195","P",2,"Interoceptive",0
"719","VI","VI_015_195","P",2,"Multimodal",1
"720","VI","VI_015_195","P",2,"Amodal",0
"721","VI","VI_018_924","A",23,"Auditory",0.0434782608695652
"722","VI","VI_018_924","A",23,"Visual",0.217391304347826
"723","VI","VI_018_924","A",23,"Olfactory",0
"724","VI","VI_018_924","A",23,"Gustatory",0
"725","VI","VI_018_924","A",23,"Haptic",0
"726","VI","VI_018_924","A",23,"Interoceptive",0
"727","VI","VI_018_924","A",23,"Multimodal",0.739130434782609
"728","VI","VI_018_924","A",23,"Amodal",0
"729","VI","VI_018_924","C",7,"Auditory",0
"730","VI","VI_018_924","C",7,"Visual",0.142857142857143
"731","VI","VI_018_924","C",7,"Olfactory",0
"732","VI","VI_018_924","C",7,"Gustatory",0
"733","VI","VI_018_924","C",7,"Haptic",0
"734","VI","VI_018_924","C",7,"Interoceptive",0
"735","VI","VI_018_924","C",7,"Multimodal",0.857142857142857
"736","VI","VI_018_924","C",7,"Amodal",0
"737","VI","VI_018_924","O",20,"Auditory",0
"738","VI","VI_018_924","O",20,"Visual",0.1
"739","VI","VI_018_924","O",20,"Olfactory",0
"740","VI","VI_018_924","O",20,"Gustatory",0
"741","VI","VI_018_924","O",20,"Haptic",0
"742","VI","VI_018_924","O",20,"Interoceptive",0
"743","VI","VI_018_924","O",20,"Multimodal",0.75
"744","VI","VI_018_924","O",20,"Amodal",0.15
"745","VI","VI_033_820","A",111,"Auditory",0.0540540540540541
"746","VI","VI_033_820","A",111,"Visual",0.0900900900900901
"747","VI","VI_033_820","A",111,"Olfactory",0
"748","VI","VI_033_820","A",111,"Gustatory",0
"749","VI","VI_033_820","A",111,"Haptic",0
"750","VI","VI_033_820","A",111,"Interoceptive",0.00900900900900901
"751","VI","VI_033_820","A",111,"Multimodal",0.765765765765766
"752","VI","VI_033_820","A",111,"Amodal",0.0810810810810811
"753","VI","VI_033_820","B",12,"Auditory",0.0833333333333333
"754","VI","VI_033_820","B",12,"Visual",0.0833333333333333
"755","VI","VI_033_820","B",12,"Olfactory",0
"756","VI","VI_033_820","B",12,"Gustatory",0
"757","VI","VI_033_820","B",12,"Haptic",0
"758","VI","VI_033_820","B",12,"Interoceptive",0
"759","VI","VI_033_820","B",12,"Multimodal",0.833333333333333
"760","VI","VI_033_820","B",12,"Amodal",0
"761","VI","VI_033_820","C",259,"Auditory",0.0579150579150579
"762","VI","VI_033_820","C",259,"Visual",0.0463320463320463
"763","VI","VI_033_820","C",259,"Olfactory",0.0115830115830116
"764","VI","VI_033_820","C",259,"Gustatory",0
"765","VI","VI_033_820","C",259,"Haptic",0.0308880308880309
"766","VI","VI_033_820","C",259,"Interoceptive",0
"767","VI","VI_033_820","C",259,"Multimodal",0.837837837837838
"768","VI","VI_033_820","C",259,"Amodal",0.0154440154440154
"769","VI","VI_033_820","P",3,"Auditory",0
"770","VI","VI_033_820","P",3,"Visual",0.333333333333333
"771","VI","VI_033_820","P",3,"Olfactory",0
"772","VI","VI_033_820","P",3,"Gustatory",0
"773","VI","VI_033_820","P",3,"Haptic",0
"774","VI","VI_033_820","P",3,"Interoceptive",0
"775","VI","VI_033_820","P",3,"Multimodal",0.666666666666667
"776","VI","VI_033_820","P",3,"Amodal",0
"777","VI","VI_037_868","C",64,"Auditory",0.125
"778","VI","VI_037_868","C",64,"Visual",0.046875
"779","VI","VI_037_868","C",64,"Olfactory",0
"780","VI","VI_037_868","C",64,"Gustatory",0
"781","VI","VI_037_868","C",64,"Haptic",0
"782","VI","VI_037_868","C",64,"Interoceptive",0.015625
"783","VI","VI_037_868","C",64,"Multimodal",0.796875
"784","VI","VI_037_868","C",64,"Amodal",0.015625
"785","VI","VI_047_440","A",180,"Auditory",0.0611111111111111
"786","VI","VI_047_440","A",180,"Visual",0.1
"787","VI","VI_047_440","A",180,"Olfactory",0
"788","VI","VI_047_440","A",180,"Gustatory",0
"789","VI","VI_047_440","A",180,"Haptic",0
"790","VI","VI_047_440","A",180,"Interoceptive",0.00555555555555556
"791","VI","VI_047_440","A",180,"Multimodal",0.8
"792","VI","VI_047_440","A",180,"Amodal",0.0333333333333333
"793","VI","VI_047_440","B",7,"Auditory",0
"794","VI","VI_047_440","B",7,"Visual",0
"795","VI","VI_047_440","B",7,"Olfactory",0
"796","VI","VI_047_440","B",7,"Gustatory",0
"797","VI","VI_047_440","B",7,"Haptic",0
"798","VI","VI_047_440","B",7,"Interoceptive",0
"799","VI","VI_047_440","B",7,"Multimodal",1
"800","VI","VI_047_440","B",7,"Amodal",0
"801","VI","VI_047_440","C",125,"Auditory",0.104
"802","VI","VI_047_440","C",125,"Visual",0.048
"803","VI","VI_047_440","C",125,"Olfactory",0
"804","VI","VI_047_440","C",125,"Gustatory",0
"805","VI","VI_047_440","C",125,"Haptic",0
"806","VI","VI_047_440","C",125,"Interoceptive",0
"807","VI","VI_047_440","C",125,"Multimodal",0.8
"808","VI","VI_047_440","C",125,"Amodal",0.048
